"number";"player";"team";"apps";"min";"goals";"NPG";"a";"xG";"NPxG";"xA";"xGChain";"xGBuildup";"xG90";"NPxG90";"xA90";"xG90xA90";"NPxG90xA90";"xGChain90";"xGBuildup90"
141;"Jonathan Ikone";"Como,Fiorentina";27;831;2;2;0;3.43;3.43;0.5;6.16;2.85;0.37;0.37;0.05;0.43;0.43;0.67;0.31
142;"Gianluca Mancini";"Roma";37;3152;2;2;0;2.96;2.96;1.05;12.11;11.16;0.08;0.08;0.03;0.11;0.11;0.35;0.32
143;"Luka Jovic";"AC Milan";15;549;2;2;0;2.27;2.27;1.15;3.66;1.32;0.37;0.37;0.19;0.56;0.56;0.6;0.22
144;"Nicolo Zaniolo";"Atalanta,Fiorentina";23;665;2;2;2;1.91;1.91;1.25;4.72;1.98;0.26;0.26;0.17;0.43;0.43;0.64;0.27
145;"Andrea Colpani";"Fiorentina";25;1469;2;2;1;3.35;3.35;1.14;7.35;3.49;0.21;0.21;0.07;0.28;0.28;0.45;0.21
146;"Samuel Gigot";"Lazio";15;692;2;2;0;1.36;1.36;0;3.74;3.61;0.18;0.18;0;0.18;0.18;0.49;0.47
147;"Maxence Caqueret";"Como";18;1110;2;2;3;0.77;0.77;2.11;5.45;3.51;0.06;0.06;0.17;0.23;0.23;0.44;0.28
148;"Kouadio Kone";"Roma";34;2597;2;2;1;2.96;2.96;1.77;14.17;11.84;0.1;0.1;0.06;0.16;0.16;0.49;0.41
149;"Gianluca Gaetano";"Cagliari";28;976;2;2;4;4.63;4.63;2.38;7.97;2.26;0.43;0.43;0.22;0.65;0.65;0.74;0.21
150;"João Félix";"AC Milan";15;761;2;2;0;2.88;2.88;1.55;6.43;3.12;0.34;0.34;0.18;0.52;0.52;0.76;0.37
151;"Georgios Kyriakopoulos";"Monza";34;2865;2;2;4;1.03;1.03;3.45;5.57;2.96;0.03;0.03;0.11;0.14;0.14;0.18;0.09
152;"Lazar Samardzic";"Atalanta";31;1119;2;2;1;1.93;1.93;3.32;8.13;4.74;0.15;0.15;0.27;0.42;0.42;0.65;0.38
153;"Faustino Anjorin";"Empoli";22;1127;2;2;3;0.79;0.79;2.28;3.61;0.89;0.06;0.06;0.18;0.25;0.25;0.29;0.07
154;"Strahinja Pavlovic";"AC Milan";24;1866;2;2;1;2.17;2.17;1.3;9;7.72;0.1;0.1;0.06;0.17;0.17;0.43;0.37
155;"Gabriele Zappa";"Cagliari";37;3070;2;2;0;0.79;0.79;4.33;8.39;5.08;0.02;0.02;0.13;0.15;0.15;0.25;0.15
156;"Tommaso Pobega";"Bologna";21;1180;2;2;2;2.5;2.5;1.37;5.31;3.2;0.19;0.19;0.1;0.3;0.3;0.4;0.24
157;"Emmanuel Gyasi";"Empoli";37;3238;2;2;1;5.1;5.1;1.44;9.22;4.19;0.14;0.14;0.04;0.18;0.18;0.26;0.12
158;"Andrea Cambiaso";"Juventus";33;2227;2;2;3;0.93;0.93;2.98;13.5;11.93;0.04;0.04;0.12;0.16;0.16;0.55;0.48
159;"Kristjan Asllani";"Inter";22;960;2;0;2;2.28;0.76;1.59;4.23;3.64;0.21;0.07;0.15;0.36;0.22;0.4;0.34
160;"Gianluca Busio";"Venezia";33;2537;2;2;0;2.85;2.85;1.61;6.51;2.83;0.1;0.1;0.06;0.16;0.16;0.23;0.1
161;"Fabiano Parisi";"Fiorentina";26;1107;2;2;0;0.44;0.44;1.04;3.23;1.78;0.04;0.04;0.08;0.12;0.12;0.26;0.14
162;"Iker Bravo";"Udinese";29;629;2;2;1;1.2;1.2;0.52;2.38;0.67;0.17;0.17;0.07;0.25;0.25;0.34;0.1
163;"Diego Coppola";"Verona";34;2928;2;2;0;1.31;1.31;0.09;3.88;3.84;0.04;0.04;0;0.04;0.04;0.12;0.12
164;"Morten Frendrup";"Genoa";35;3115;2;2;0;1.69;1.69;0.71;8.62;6.66;0.05;0.05;0.02;0.07;0.07;0.25;0.19
165;"Zito";"Cagliari";26;1634;2;2;2;1.86;1.86;3.8;7.25;2.39;0.1;0.1;0.21;0.31;0.31;0.4;0.13
166;"Liberato Cacace";"Empoli";33;2224;2;2;4;4.27;4.27;2.02;8.47;3.74;0.17;0.17;0.08;0.25;0.25;0.34;0.15
167;"Sandi Lovric";"Udinese";36;2370;2;2;3;2.56;2.56;3.45;9.9;5.35;0.1;0.1;0.13;0.23;0.23;0.38;0.2
168;"Christian Gytkjær";"Venezia";29;720;2;1;1;3.43;2.67;0.71;2.17;0.45;0.43;0.33;0.09;0.52;0.42;0.27;0.06
169;"Federico Baschirotto";"Lecce";38;3420;2;2;0;1.79;1.79;0.46;5.91;5.7;0.05;0.05;0.01;0.06;0.06;0.16;0.15
170;"Mikael Ellertsson";"Venezia";36;2503;2;2;2;1.38;1.38;2.16;5.43;2.49;0.05;0.05;0.08;0.13;0.13;0.2;0.09
171;"Sulemana";"Atalanta";9;282;2;2;0;0.58;0.58;0.03;0.87;0.65;0.19;0.19;0.01;0.19;0.19;0.28;0.21
172;"Emanuele Valeri";"Parma Calcio 1913";35;2883;2;1;6;1.6;0.84;5.61;9.66;4.95;0.05;0.03;0.18;0.23;0.2;0.3;0.15
173;"Vitinha";"Genoa";25;1346;2;2;3;1.78;1.78;4.12;5.7;1.61;0.12;0.12;0.28;0.39;0.39;0.38;0.11
174;"Niccolò Pisilli";"Roma";28;1198;2;2;1;3.07;3.07;0.94;5.93;3.92;0.23;0.23;0.07;0.3;0.3;0.45;0.29
175;"Saúl Coco";"Torino";32;2851;2;2;0;1.95;1.95;0.01;4.08;4.01;0.06;0.06;0;0.06;0.06;0.13;0.13
176;"Jesper Karlsson";"Bologna,Lecce";20;802;2;1;0;2.35;1.59;0.81;2.58;1.01;0.26;0.18;0.09;0.35;0.27;0.29;0.11
177;"Tasos Douvikas";"Como";13;587;2;2;2;3.14;3.14;1.39;5.05;1.43;0.48;0.48;0.21;0.69;0.69;0.77;0.22
178;"Jackson Tchatchoua";"Verona";36;3172;2;2;3;1.95;1.95;3.57;9.69;4.78;0.06;0.06;0.1;0.16;0.16;0.27;0.14
179;"Alessandro Vogliacco";"Genoa,Parma Calcio 1913";22;1499;2;2;0;1.58;1.58;0.12;2.44;2.39;0.1;0.1;0.01;0.1;0.1;0.15;0.14
180;"Tijjani Noslin";"Lazio";30;830;2;2;2;2.66;2.66;1.6;5.1;2.31;0.29;0.29;0.17;0.46;0.46;0.55;0.25
181;"Antoine Hainaut";"Parma Calcio 1913";25;1184;2;2;0;0.85;0.85;0.77;2.99;2.2;0.06;0.06;0.06;0.12;0.12;0.23;0.17
182;"Nicolò Savona";"Juventus";28;1724;2;2;1;0.62;0.62;1.61;6.45;5.28;0.03;0.03;0.08;0.12;0.12;0.34;0.28
183;"David Neres";"Napoli";28;1268;2;2;4;2.99;2.99;3.38;9.53;4.62;0.21;0.21;0.24;0.45;0.45;0.68;0.33
184;"Lorenzo Venturino";"Genoa";6;149;2;2;0;1.16;1.16;0.18;1.35;0.05;0.7;0.7;0.11;0.81;0.81;0.82;0.03
185;"Daniel Fila";"Venezia";10;495;2;2;0;1.92;1.92;0.35;2.67;0.46;0.35;0.35;0.06;0.41;0.41;0.48;0.08
186;"Henrikh Mkhitaryan";"Inter";32;2441;1;1;4;1.72;1.72;3.29;16.2;12.26;0.06;0.06;0.12;0.18;0.18;0.6;0.45
187;"Armando Izzo";"Monza";30;2455;1;1;1;0.49;0.49;1.02;6.28;5.3;0.02;0.02;0.04;0.06;0.06;0.23;0.19
188;"Giovanni Simeone";"Napoli";30;349;1;1;1;2.27;2.27;1;3.65;1.05;0.58;0.58;0.26;0.84;0.84;0.94;0.27
189;"Mattia De Sciglio";"Empoli";16;750;1;1;0;0.8;0.8;0.14;0.88;0.71;0.1;0.1;0.02;0.11;0.11;0.11;0.08
190;"Francesco Zampano";"Venezia";24;1633;1;1;2;1.28;1.28;1.19;4.35;2;0.07;0.07;0.07;0.14;0.14;0.24;0.11
191;"Cristiano Biraghi";"Fiorentina,Torino";23;1585;1;1;0;0.64;0.64;3.25;3.94;2.5;0.04;0.04;0.18;0.22;0.22;0.22;0.14
192;"Lorenzo De Silvestri";"Bologna";18;1074;1;1;0;1.09;1.09;0.31;3.17;2.87;0.09;0.09;0.03;0.12;0.12;0.27;0.24
193;"Patric";"Lazio";10;593;1;1;0;0.88;0.88;0.01;1.81;1.81;0.13;0.13;0;0.14;0.14;0.27;0.27
194;"Karol Linetty";"Torino";28;1548;1;1;0;0.85;0.85;0.71;3.13;2.55;0.05;0.05;0.04;0.09;0.09;0.18;0.15
195;"Pedro Pereira";"Monza";35;2689;1;1;3;1.74;1.74;2.24;7.53;5.6;0.06;0.06;0.07;0.13;0.13;0.25;0.19
196;"Edoardo Goldaniga";"Como";32;2525;1;1;0;2.38;2.38;0.3;5.94;5.85;0.08;0.08;0.01;0.1;0.1;0.21;0.21
197;"Milan Badelj";"Genoa";23;1525;1;1;0;0.96;0.96;1.22;6.45;4.45;0.06;0.06;0.07;0.13;0.13;0.38;0.26
198;"Adam Masina";"Torino";28;1911;1;1;2;0.87;0.87;0.51;3.16;3.12;0.04;0.04;0.02;0.07;0.07;0.15;0.15
199;"Stefano Sensi";"Monza";12;253;1;0;0;0.89;0.13;0.33;0.93;0.87;0.32;0.05;0.12;0.44;0.17;0.33;0.31
200;"Luca Mazzitelli";"Como";11;330;1;1;1;0.22;0.22;0.85;1.44;0.4;0.06;0.06;0.23;0.29;0.29;0.39;0.11
201;"Remo Freuler";"Bologna";37;3230;1;1;2;1.5;1.5;1.96;11.35;8.22;0.04;0.04;0.05;0.1;0.1;0.32;0.23
202;"Leonardo Spinazzola";"Napoli";27;1531;1;1;1;1.02;1.02;4.1;9.82;5.68;0.06;0.06;0.24;0.3;0.3;0.58;0.33
203;"Alberto Grassi";"Empoli";28;2245;1;1;0;1.17;1.17;0.73;6.67;4.99;0.05;0.05;0.03;0.08;0.08;0.27;0.2
204;"Sebastiano Luperto";"Cagliari";36;3240;1;1;3;2.47;2.47;1;6.18;5.46;0.07;0.07;0.03;0.1;0.1;0.17;0.15
205;"Ante Rebic";"Lecce";27;753;1;1;0;1.79;1.79;2.4;4.24;0.92;0.21;0.21;0.29;0.5;0.5;0.51;0.11
206;"Berat Gjimshiti";"Atalanta";34;2653;1;1;2;3.07;3.07;1.73;11.93;10.69;0.1;0.1;0.06;0.16;0.16;0.4;0.36
207;"Lassana Coulibaly";"Lecce";38;2687;1;1;0;1.3;1.3;1.05;7.35;5.17;0.04;0.04;0.04;0.08;0.08;0.25;0.17
208;"Hassane Kamara";"Udinese";30;2020;1;1;4;0.75;0.75;3.26;5.07;3.51;0.03;0.03;0.15;0.18;0.18;0.23;0.16
209;"José Luis Palomino";"Cagliari";18;1067;1;1;0;0.3;0.3;0.06;2.5;2.44;0.03;0.03;0;0.03;0.03;0.21;0.21
210;"Alessio Zerbin";"Napoli,Venezia";20;1523;1;1;1;2.16;2.16;2.37;5.18;1.32;0.13;0.13;0.14;0.27;0.27;0.31;0.08
211;"Alessandro Bastoni";"Inter";33;2468;1;1;5;0.67;0.67;3.4;16.25;14.77;0.02;0.02;0.12;0.15;0.15;0.59;0.54
212;"Grigoris Kastanos";"Verona";27;852;1;1;1;1.09;1.09;1.58;2.89;1.25;0.12;0.12;0.17;0.28;0.28;0.31;0.13
213;"Alessandro Buongiorno";"Napoli";22;1931;1;1;0;0.79;0.79;0.63;8.37;8.24;0.04;0.04;0.03;0.07;0.07;0.39;0.38
214;"Ondrej Duda";"Verona";28;2414;1;1;3;0.89;0.89;3.44;8.71;6.53;0.03;0.03;0.13;0.16;0.16;0.32;0.24
215;"Matteo Guendouzi";"Lazio";37;3281;1;1;3;1.56;1.56;3.08;19.78;16.28;0.04;0.04;0.08;0.13;0.13;0.54;0.45
216;"Philip Billing";"Napoli";10;164;1;1;0;1.9;1.9;0.14;1.96;0.67;1.04;1.04;0.08;1.12;1.12;1.08;0.37
217;"Guillermo Maripán";"Torino";28;2340;1;1;1;1.04;1.04;1.3;3.93;3.24;0.04;0.04;0.05;0.09;0.09;0.15;0.12
218;"Antoine Bernede";"Verona";14;591;1;1;0;0.22;0.22;0.47;1.22;0.63;0.03;0.03;0.07;0.1;0.1;0.19;0.1
219;"Yerry Mina";"Cagliari";31;2590;1;1;0;2.47;2.47;0.57;4.86;3.83;0.09;0.09;0.02;0.11;0.11;0.17;0.13
220;"Oumar Solet";"Udinese";19;1676;1;1;2;0.89;0.89;1.22;3.97;3.15;0.05;0.05;0.07;0.11;0.11;0.21;0.17
221;"Riccardo Sottil";"AC Milan,Fiorentina";24;932;1;1;1;1.18;1.18;1.39;4.66;2.82;0.11;0.11;0.13;0.25;0.25;0.45;0.27
222;"Luca Ranieri";"Fiorentina";36;3085;1;1;3;1.38;1.38;1.77;6.85;5.04;0.04;0.04;0.05;0.09;0.09;0.2;0.15
223;"Ndary Adopo";"Cagliari";35;2416;1;1;1;1.13;1.13;2.47;9.34;6.93;0.04;0.04;0.09;0.13;0.13;0.35;0.26
224;"Jaka Bijol";"Udinese";34;2964;1;1;0;2.14;2.14;0.67;7.28;6.61;0.06;0.06;0.02;0.09;0.09;0.22;0.2
225;"Youssouf Fofana";"AC Milan";35;2516;1;1;6;1.14;1.14;3.53;14.93;11.94;0.04;0.04;0.13;0.17;0.17;0.53;0.43
226;"Giangiacomo Magnani";"Verona";17;1049;1;1;0;1.52;1.52;0.05;1.61;1.12;0.13;0.13;0;0.13;0.13;0.14;0.1
227;"Christian Kouamé";"Empoli,Fiorentina";26;1100;1;1;1;3.36;3.36;2.64;5.66;1.31;0.27;0.27;0.22;0.49;0.49;0.46;0.11
228;"John Yeboah";"Venezia";33;1198;1;1;1;2.53;2.53;2.96;6.87;2.03;0.19;0.19;0.22;0.41;0.41;0.52;0.15
229;"Nicolo Fagioli";"Fiorentina,Juventus";32;1514;1;1;2;0.89;0.89;3.02;9.79;8.04;0.05;0.05;0.18;0.23;0.23;0.58;0.48
230;"Samuele Ricci";"Torino";34;2863;1;1;1;1.26;1.26;0.67;6.68;4.93;0.04;0.04;0.02;0.06;0.06;0.21;0.16
231;"Nicolò Cambiaghi";"Bologna";18;581;1;1;3;0.73;0.73;2.07;4.49;2.11;0.11;0.11;0.32;0.43;0.43;0.7;0.33
232;"Domagoj Bradaric";"Verona";28;1963;1;1;0;0.88;0.88;1.96;3.3;1.49;0.04;0.04;0.09;0.13;0.13;0.15;0.07
233;"Amir Rrahmani";"Napoli";38;3410;1;1;3;2.26;2.26;1.55;13.19;12.65;0.06;0.06;0.04;0.1;0.1;0.35;0.33
234;"Pierre Kalulu Kyatengwa";"Juventus";29;2330;1;1;0;0.85;0.85;0.58;9.87;9.13;0.03;0.03;0.02;0.06;0.06;0.38;0.35
235;"Kike Pérez";"Venezia";16;1130;1;1;0;1.36;1.36;1.05;3.4;1.42;0.11;0.11;0.08;0.19;0.19;0.27;0.11
236;"Oier Zarraga";"Udinese";22;881;1;1;0;0.29;0.29;0.32;2.02;1.49;0.03;0.03;0.03;0.06;0.06;0.21;0.15
237;"Mergim Vojvoda";"Como,Torino";28;1836;1;1;2;0.68;0.68;3.4;8.32;5.19;0.03;0.03;0.17;0.2;0.2;0.41;0.25
238;"Ivan Ilic";"Torino";19;898;1;1;0;1.13;1.13;0.96;4.03;2.49;0.11;0.11;0.1;0.21;0.21;0.4;0.25
239;"Junior Messias";"Genoa";17;832;1;1;1;2.6;1.84;0.7;2.18;0.74;0.28;0.2;0.08;0.36;0.27;0.24;0.08
240;"Adrián Bernabé";"Parma Calcio 1913";21;1464;1;1;1;1.51;1.51;1.65;8.45;6.97;0.09;0.09;0.1;0.19;0.19;0.52;0.43
241;"Lautaro Valenti";"Parma Calcio 1913";20;1559;1;1;0;0.2;0.2;0.15;3.46;3.35;0.01;0.01;0.01;0.02;0.02;0.2;0.19
242;"Lucas Martínez Quarta";"Fiorentina";8;341;1;1;0;0.91;0.91;0.01;1.09;1.06;0.24;0.24;0;0.24;0.24;0.29;0.28
243;"Nicola Zalewski";"Inter,Roma";23;963;1;1;1;0.43;0.43;3.08;6.61;3.7;0.04;0.04;0.29;0.33;0.33;0.62;0.35
244;"Pontus Almqvist";"Parma Calcio 1913";29;1085;1;1;1;2.06;2.06;1.69;5.69;2.22;0.17;0.17;0.14;0.31;0.31;0.47;0.18
245;"Alessandro Bianco";"Fiorentina,Monza";35;2636;1;1;0;1.39;1.39;1.47;6.82;4.91;0.05;0.05;0.05;0.1;0.1;0.23;0.17
246;"Kacper Urbanski";"Bologna,Monza";15;737;1;1;0;0.69;0.69;0.85;2.16;0.86;0.08;0.08;0.1;0.19;0.19;0.26;0.11
247;"Edoardo Bove";"Fiorentina";12;863;1;1;2;1.26;1.26;1.46;5.15;3.47;0.13;0.13;0.15;0.28;0.28;0.54;0.36
248;"Caleb Ekuban";"Genoa";18;526;1;1;3;3.43;3.43;0.86;3.87;0.78;0.59;0.59;0.15;0.73;0.73;0.66;0.13
249;"Mattia Viti";"Empoli";30;2580;1;1;0;1.03;1.03;0.22;3.37;3.03;0.04;0.04;0.01;0.04;0.04;0.12;0.11
250;"Alessandro Zanoli";"Genoa";31;1716;1;1;0;0.65;0.65;1.2;3.94;2.31;0.03;0.03;0.06;0.1;0.1;0.21;0.12
251;"Michael Svoboda";"Venezia";16;1311;1;1;0;0.2;0.2;0.96;3.79;3.69;0.01;0.01;0.07;0.08;0.08;0.26;0.25
252;"Tommaso Baldanzi";"Roma";31;777;1;1;1;1.92;1.92;1.31;5.22;2.46;0.22;0.22;0.15;0.37;0.37;0.6;0.28
253;"Ridgeciano Haps";"Venezia";25;1369;1;1;1;1.49;1.49;1;4.63;2.38;0.1;0.1;0.07;0.16;0.16;0.3;0.16
254;"Loum Tchaouna";"Lazio";24;624;1;1;0;2.58;2.58;0.69;4.43;1.69;0.37;0.37;0.1;0.47;0.47;0.64;0.24
255;"Abdou Harroui";"Verona";10;452;1;1;2;2.45;2.45;1.04;4.01;1.46;0.49;0.49;0.21;0.7;0.7;0.8;0.29
256;"Adam Obert";"Cagliari";21;1072;1;1;1;1.02;1.02;0.46;3.51;2.22;0.09;0.09;0.04;0.12;0.12;0.29;0.19
257;"Fali Candé";"Venezia";17;1530;1;1;1;0.82;0.82;0.8;2.16;1.45;0.05;0.05;0.05;0.1;0.1;0.13;0.09
258;"Cesare Casadei";"Torino";15;1030;1;1;1;1.25;1.25;0.39;3.12;1.9;0.11;0.11;0.03;0.14;0.14;0.27;0.17
259;"Yannick Engelhardt";"Como";26;1134;1;1;1;0.81;0.81;1.48;4.56;2.98;0.06;0.06;0.12;0.18;0.18;0.36;0.24
260;"Mario Gila";"Lazio";32;2740;1;1;0;0.96;0.96;0.72;11.04;10.88;0.03;0.03;0.02;0.06;0.06;0.36;0.36
261;"Samuel Iling-Junior";"Bologna";7;98;1;1;0;0.18;0.18;0.07;0.44;0.26;0.16;0.16;0.06;0.22;0.22;0.4;0.24
262;"Jordan Zemura";"Udinese";23;1401;1;1;2;1.08;1.08;1.77;3.97;2.03;0.07;0.07;0.11;0.18;0.18;0.25;0.13
263;"Souleymane Isaak Touré";"Udinese";12;742;1;1;0;0.74;0.74;0.03;2.07;2.07;0.09;0.09;0;0.09;0.09;0.25;0.25
264;"Patrick Ciurria";"Monza";21;1101;1;1;1;0.52;0.52;2.3;2.6;0.51;0.04;0.04;0.19;0.23;0.23;0.21;0.04
265;"Emil Holm";"Bologna";21;1129;1;1;1;0.73;0.73;1.01;3.91;2.9;0.06;0.06;0.08;0.14;0.14;0.31;0.23
266;"Federico Gatti";"Juventus";30;2207;1;1;0;2.64;2.64;0.28;6.39;5.92;0.11;0.11;0.01;0.12;0.12;0.26;0.24
267;"Lewis Ferguson";"Bologna";16;974;1;0;1;0.95;0.19;1.55;5.33;3.82;0.09;0.02;0.14;0.23;0.16;0.49;0.35
268;"Ali Dembélé";"Torino";15;369;1;1;0;0.38;0.38;0.11;0.53;0.22;0.09;0.09;0.03;0.12;0.12;0.13;0.05
269;"Amir Richardson";"Fiorentina";27;1083;1;1;1;1.08;1.08;0.62;3.14;2.05;0.09;0.09;0.05;0.14;0.14;0.26;0.17
270;"Pietro Comuzzo";"Fiorentina";33;2192;1;1;0;0.47;0.47;0.36;5.21;5.15;0.02;0.02;0.01;0.03;0.03;0.21;0.21
271;"Ylber Ramadani";"Lecce";29;1831;1;1;1;0.54;0.54;0.89;5.12;3.89;0.03;0.03;0.04;0.07;0.07;0.25;0.19
272;"Noah Okafor";"AC Milan,Napoli";15;435;1;1;0;2.23;2.23;0.76;3.62;0.65;0.46;0.46;0.16;0.62;0.62;0.75;0.13
273;"Mathis Lambourde";"Verona";7;69;1;1;0;0.34;0.34;0.08;0.42;0.08;0.45;0.45;0.11;0.55;0.55;0.55;0.11
274;"Thomas Thiesson Kristensen";"Udinese";24;1747;1;1;0;0.95;0.95;0.36;3.45;3.37;0.05;0.05;0.02;0.07;0.07;0.18;0.17
275;"Martín Payero";"Udinese";25;1391;1;1;1;1.37;1.37;1.26;4.44;3.08;0.09;0.09;0.08;0.17;0.17;0.29;0.2
276;"Lautaro Giannetti";"Udinese";15;892;1;1;0;0.08;0.08;0.1;0.66;0.56;0.01;0.01;0.01;0.02;0.02;0.07;0.06
277;"Brenner";"Udinese";9;389;1;1;2;0.49;0.49;0.52;1.11;0.18;0.11;0.11;0.12;0.23;0.23;0.26;0.04
278;"Alieu Njie";"Torino";16;361;1;1;0;1.24;1.24;0.56;1.75;0.03;0.31;0.31;0.14;0.45;0.45;0.44;0.01
279;"Jeff Ekhator";"Genoa";24;727;1;1;1;1.33;1.33;1.37;2.34;0.55;0.16;0.16;0.17;0.33;0.33;0.29;0.07
280;"Patrizio Masini";"Genoa";26;1528;1;1;0;0.44;0.44;0.25;3.3;3.05;0.03;0.03;0.01;0.04;0.04;0.19;0.18
281;"Mehdi Taremi";"Inter";26;781;1;0;2;3.33;2.56;1.83;6.39;2.29;0.38;0.3;0.21;0.59;0.51;0.74;0.26
282;"Anas Haj Mohamed";"Parma Calcio 1913";15;450;1;1;2;1.05;1.05;1.27;2.56;0.93;0.21;0.21;0.25;0.46;0.46;0.51;0.19
